"ensembl_gene_id","external_gene_name","cjacchus_homolog_ensembl_gene","cjacchus_homolog_associated_gene_name","cjacchus_homolog_orthology_type","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmulatta_homolog_ensembl_gene","mmulatta_homolog_associated_gene_name","mmulatta_homolog_orthology_type"
"ENSG00000139973","SYT16","ENSCJAG00000019236","SYT16","ortholog_one2one","ENSMUSG00000044912","Syt16","ortholog_one2one","ENSMMUG00000042895","SYT16","ortholog_one2one"
"ENSG00000139974","SLC38A6","ENSCJAG00000019161","SLC38A6","ortholog_one2one","ENSMUSG00000044712","Slc38a6","ortholog_one2one","ENSMMUG00000013612","SLC38A6","ortholog_one2one"
"ENSG00000139977","NAA30","ENSCJAG00000018629","NAA30","ortholog_one2one","ENSMUSG00000036282","Naa30","ortholog_one2one","ENSMMUG00000021311","NAA30","ortholog_one2one"
"ENSG00000139990","DCAF5","ENSCJAG00000042954","DCAF5","ortholog_one2one","ENSMUSG00000049106","Dcaf5","ortholog_one2one","ENSMMUG00000019346","DCAF5","ortholog_one2one"
"ENSG00000139998","RAB15","ENSCJAG00000019696","RAB15","ortholog_one2one","ENSMUSG00000021062","Rab15","ortholog_one2one","ENSMMUG00000004339","RAB15","ortholog_one2one"
"ENSG00000140006","WDR89","ENSCJAG00000019333","WDR89","ortholog_one2one","ENSMUSG00000045690","Wdr89","ortholog_one2one","ENSMMUG00000011945","WDR89","ortholog_one2one"
"ENSG00000140009","ESR2","ENSCJAG00000019502","ESR2","ortholog_one2one","ENSMUSG00000021055","Esr2","ortholog_one2one","ENSMMUG00000022839","ESR2","ortholog_one2one"
"ENSG00000140015","KCNH5","ENSCJAG00000019255","KCNH5","ortholog_one2one","ENSMUSG00000034402","Kcnh5","ortholog_one2one","ENSMMUG00000023518","KCNH5","ortholog_one2one"
"ENSG00000140025","EFCAB11","ENSCJAG00000044416","","ortholog_one2one","ENSMUSG00000021176","Efcab11","ortholog_one2one","ENSMMUG00000004459","EFCAB11","ortholog_one2one"
"ENSG00000140043","PTGR2","ENSCJAG00000011505","PTGR2","ortholog_one2one","ENSMUSG00000072946","Ptgr2","ortholog_one2one","ENSMMUG00000018146","PTGR2","ortholog_one2one"
"ENSG00000140044","JDP2","ENSCJAG00000020645","JDP2","ortholog_one2one","ENSMUSG00000034271","Jdp2","ortholog_one2one","ENSMMUG00000002797","JDP2","ortholog_one2one"
"ENSG00000140090","SLC24A4","ENSCJAG00000018103","SLC24A4","ortholog_one2one","ENSMUSG00000041771","Slc24a4","ortholog_one2one","ENSMMUG00000013960","SLC24A4","ortholog_one2one"
"ENSG00000140105","WARS1","ENSCJAG00000016912","WARS1","ortholog_one2one","ENSMUSG00000021266","Wars1","ortholog_one2one","ENSMMUG00000059881","WARS1","ortholog_one2one"
"ENSG00000140157","NIPA2","ENSCJAG00000005448","NIPA2","ortholog_one2one","ENSMUSG00000030452","Nipa2","ortholog_one2one","ENSMMUG00000003892","NIPA2","ortholog_one2one"
"ENSG00000140199","SLC12A6","ENSCJAG00000021120","SLC12A6","ortholog_one2one","ENSMUSG00000027130","Slc12a6","ortholog_one2one","ENSMMUG00000020935","SLC12A6","ortholog_one2one"
"ENSG00000140262","TCF12","ENSCJAG00000043084","TCF12","ortholog_one2one","ENSMUSG00000032228","Tcf12","ortholog_one2one","ENSMMUG00000004091","TCF12","ortholog_one2one"
"ENSG00000140263","SORD","ENSCJAG00000002346","SORD","ortholog_one2one","ENSMUSG00000027227","Sord","ortholog_one2one","ENSMMUG00000015971","SORD","ortholog_one2one"
"ENSG00000140265","ZSCAN29","ENSCJAG00000002903","ZSCAN29","ortholog_one2one","ENSMUSG00000050619","Zscan29","ortholog_one2one","ENSMMUG00000017070","ZSCAN29","ortholog_one2one"
"ENSG00000140280","LYSMD2","ENSCJAG00000059165","LYSMD2","ortholog_one2one","ENSMUSG00000032184","Lysmd2","ortholog_one2one","ENSMMUG00000017437","LYSMD2","ortholog_one2one"
"ENSG00000140320","BAHD1","ENSCJAG00000020849","BAHD1","ortholog_one2one","ENSMUSG00000040007","Bahd1","ortholog_one2one","ENSMMUG00000017165","BAHD1","ortholog_one2one"
"ENSG00000140323","DISP2","ENSCJAG00000020859","DISP2","ortholog_one2one","ENSMUSG00000040035","Disp2","ortholog_one2one","ENSMMUG00000012408","DISP2","ortholog_one2one"
"ENSG00000140332","TLE3","ENSCJAG00000006918","TLE3","ortholog_one2one","ENSMUSG00000032280","Tle3","ortholog_one2one","ENSMMUG00000014023","TLE3","ortholog_one2one"
"ENSG00000140367","UBE2Q2","ENSCJAG00000040362","UBE2Q2","ortholog_one2one","ENSMUSG00000032307","Ube2q2","ortholog_one2one","ENSMMUG00000060521","","ortholog_one2one"
"ENSG00000140374","ETFA","ENSCJAG00000010791","ETFA","ortholog_one2one","ENSMUSG00000032314","Etfa","ortholog_one2one","ENSMMUG00000011045","ETFA","ortholog_one2one"
"ENSG00000140382","HMG20A","ENSCJAG00000011131","HMG20A","ortholog_one2one","ENSMUSG00000032329","Hmg20a","ortholog_one2one","ENSMMUG00000007430","HMG20A","ortholog_one2one"
"ENSG00000140386","SCAPER","ENSCJAG00000010868","SCAPER","ortholog_one2one","ENSMUSG00000034007","Scaper","ortholog_one2one","ENSMMUG00000011047","SCAPER","ortholog_one2one"
"ENSG00000140391","TSPAN3","ENSCJAG00000011087","TSPAN3","ortholog_one2one","ENSMUSG00000032324","Tspan3","ortholog_one2one","ENSMMUG00000010172","TSPAN3","ortholog_one2one"
"ENSG00000140395","SKIC8","ENSCJAG00000010208","SKIC8","ortholog_one2one","ENSMUSG00000061559","Skic8","ortholog_one2one","ENSMMUG00000014207","SKIC8","ortholog_one2one"
"ENSG00000140403","DNAJA4","ENSCJAG00000010194","DNAJA4","ortholog_one2one","ENSMUSG00000032285","Dnaja4","ortholog_one2one","ENSMMUG00000014204","DNAJA4","ortholog_one2one"
"ENSG00000140406","TLNRD1","ENSCJAG00000007827","TLNRD1","ortholog_one2one","ENSMUSG00000070462","Tlnrd1","ortholog_one2one","ENSMMUG00000052973","TLNRD1","ortholog_one2one"
"ENSG00000140416","TPM1","ENSCJAG00000004355","TPM1","ortholog_one2one","ENSMUSG00000032366","Tpm1","ortholog_one2one","ENSMMUG00000001587","TPM1","ortholog_one2one"
"ENSG00000140443","IGF1R","ENSCJAG00000016895","IGF1R","ortholog_one2one","ENSMUSG00000005533","Igf1r","ortholog_one2one","ENSMMUG00000012305","IGF1R","ortholog_one2one"
"ENSG00000140450","ARRDC4","ENSCJAG00000016533","ARRDC4","ortholog_one2one","ENSMUSG00000042659","Arrdc4","ortholog_one2one","ENSMMUG00000062927","ARRDC4","ortholog_one2one"
"ENSG00000140455","USP3","ENSCJAG00000004506","USP3","ortholog_one2one","ENSMUSG00000032376","Usp3","ortholog_one2one","ENSMMUG00000012114","USP3","ortholog_one2one"
"ENSG00000140463","BBS4","ENSCJAG00000018181","BBS4","ortholog_one2one","ENSMUSG00000025235","Bbs4","ortholog_one2one","ENSMMUG00000013685","BBS4","ortholog_one2one"
"ENSG00000140470","ADAMTS17","ENSCJAG00000017094","ADAMTS17","ortholog_one2one","ENSMUSG00000058145","Adamts17","ortholog_one2one","ENSMMUG00000021160","ADAMTS17","ortholog_one2one"
"ENSG00000140471","LINS1","ENSCJAG00000017135","LINS1","ortholog_one2one","ENSMUSG00000053091","Lins1","ortholog_one2one","ENSMMUG00000016503","LINS1","ortholog_one2one"
"ENSG00000140474","ULK3","ENSCJAG00000015551","ULK3","ortholog_one2one","ENSMUSG00000032308","Ulk3","ortholog_one2one","ENSMMUG00000012972","ULK3","ortholog_one2one"
"ENSG00000140479","PCSK6","ENSCJAG00000017309","PCSK6","ortholog_one2one","ENSMUSG00000030513","Pcsk6","ortholog_one2one","ENSMMUG00000011829","PCSK6","ortholog_one2one"
"ENSG00000140488","CELF6","ENSCJAG00000018355","CELF6","ortholog_one2one","ENSMUSG00000032297","Celf6","ortholog_one2one","ENSMMUG00000010687","CELF6","ortholog_one2one"
"ENSG00000140497","SCAMP2","ENSCJAG00000015565","SCAMP2","ortholog_one2one","ENSMUSG00000040188","Scamp2","ortholog_one2one","ENSMMUG00000012974","SCAMP2","ortholog_one2one"
"ENSG00000140521","POLG","ENSCJAG00000012773","POLG","ortholog_one2one","ENSMUSG00000039176","Polg","ortholog_one2one","ENSMMUG00000011160","POLG","ortholog_one2one"
"ENSG00000140525","FANCI","ENSCJAG00000012809","FANCI","ortholog_one2one","ENSMUSG00000039187","Fanci","ortholog_one2one","ENSMMUG00000011155","FANCI","ortholog_one2one"
"ENSG00000140526","ABHD2","ENSCJAG00000073988","ABHD2","ortholog_one2one","ENSMUSG00000039202","Abhd2","ortholog_one2one","ENSMMUG00000014414","ABHD2","ortholog_one2one"
"ENSG00000140538","NTRK3","ENSCJAG00000013026","NTRK3","ortholog_one2one","ENSMUSG00000059146","Ntrk3","ortholog_one2one","ENSMMUG00000001386","NTRK3","ortholog_one2one"
"ENSG00000140543","DET1","ENSCJAG00000012996","DET1","ortholog_one2one","ENSMUSG00000030610","Det1","ortholog_one2one","ENSMMUG00000005758","DET1","ortholog_one2one"
"ENSG00000140545","MFGE8","ENSCJAG00000012940","MFGE8","ortholog_one2one","ENSMUSG00000030605","Mfge8","ortholog_one2one","ENSMMUG00000043001","MFGE8","ortholog_one2one"
"ENSG00000140553","UNC45A","ENSCJAG00000009605","UNC45A","ortholog_one2one","ENSMUSG00000030533","Unc45a","ortholog_one2one","ENSMMUG00000005106","UNC45A","ortholog_one2one"
"ENSG00000140563","MCTP2","ENSCJAG00000005975","MCTP2","ortholog_one2one","ENSMUSG00000032776","Mctp2","ortholog_one2one","ENSMMUG00000004787","MCTP2","ortholog_one2one"
"ENSG00000140564","FURIN","ENSCJAG00000009790","FURIN","ortholog_one2one","ENSMUSG00000030530","Furin","ortholog_one2one","ENSMMUG00000004657","FURIN","ortholog_one2one"
"ENSG00000140575","IQGAP1","ENSCJAG00000009910","IQGAP1","ortholog_one2one","ENSMUSG00000030536","Iqgap1","ortholog_one2one","ENSMMUG00000011882","IQGAP1","ortholog_one2one"
"ENSG00000140577","CRTC3","ENSCJAG00000009892","CRTC3","ortholog_one2one","ENSMUSG00000030527","Crtc3","ortholog_one2one","ENSMMUG00000008886","CRTC3","ortholog_one2one"
"ENSG00000140598","EFL1","ENSCJAG00000015607","EFL1","ortholog_one2one","ENSMUSG00000038563","Efl1","ortholog_one2one","ENSMMUG00000023353","EFL1","ortholog_one2one"
"ENSG00000140612","SEC11A","ENSCJAG00000016146","SEC11A","ortholog_one2one","ENSMUSG00000025724","Sec11a","ortholog_one2one","ENSMMUG00000000082","","ortholog_one2one"
"ENSG00000140632","GLYR1","ENSCJAG00000019912","GLYR1","ortholog_one2one","ENSMUSG00000022536","Glyr1","ortholog_one2one","ENSMMUG00000009567","GLYR1","ortholog_one2one"
"ENSG00000140650","PMM2","ENSCJAG00000017287","PMM2","ortholog_one2one","ENSMUSG00000022711","Pmm2","ortholog_one2one","ENSMMUG00000022714","PMM2","ortholog_one2one"
"ENSG00000140688","RUSF1","ENSCJAG00000000816","RUSF1","ortholog_one2one","ENSMUSG00000030780","Rusf1","ortholog_one2one","ENSMMUG00000000899","RUSF1","ortholog_one2one"
"ENSG00000140694","PARN","ENSCJAG00000015866","PARN","ortholog_one2one","ENSMUSG00000022685","Parn","ortholog_one2one","ENSMMUG00000018849","PARN","ortholog_one2one"
"ENSG00000140718","FTO","ENSCJAG00000001425","FTO","ortholog_one2one","ENSMUSG00000055932","Fto","ortholog_one2one","ENSMMUG00000020583","FTO","ortholog_one2one"
"ENSG00000140743","CDR2","ENSCJAG00000008902","CDR2","ortholog_one2one","ENSMUSG00000030878","Cdr2","ortholog_one2one","ENSMMUG00000022035","CDR2","ortholog_one2one"
"ENSG00000140750","ARHGAP17","ENSCJAG00000020698","ARHGAP17","ortholog_one2one","ENSMUSG00000030766","Arhgap17","ortholog_one2one","ENSMMUG00000029176","ARHGAP17","ortholog_one2one"
"ENSG00000140829","DHX38","ENSCJAG00000015103","DHX38","ortholog_one2one","ENSMUSG00000037993","Dhx38","ortholog_one2one","ENSMMUG00000000677","DHX38","ortholog_one2one"
"ENSG00000140830","TXNL4B","ENSCJAG00000015100","TXNL4B","ortholog_one2one","ENSMUSG00000031723","Txnl4b","ortholog_one2one","ENSMMUG00000049699","TXNL4B","ortholog_one2one"
"ENSG00000140836","ZFHX3","ENSCJAG00000043080","ZFHX3","ortholog_one2one","ENSMUSG00000038872","Zfhx3","ortholog_one2one","ENSMMUG00000021041","ZFHX3","ortholog_one2one"
"ENSG00000140848","CPNE2","ENSCJAG00000012206","CPNE2","ortholog_one2one","ENSMUSG00000034361","Cpne2","ortholog_one2one","ENSMMUG00000020350","CPNE2","ortholog_one2one"
"ENSG00000140854","KATNB1","ENSCJAG00000011825","KATNB1","ortholog_one2one","ENSMUSG00000031787","Katnb1","ortholog_one2one","ENSMMUG00000015695","KATNB1","ortholog_one2one"
"ENSG00000140859","KIFC3","ENSCJAG00000011810","KIFC3","ortholog_one2one","ENSMUSG00000031788","Kifc3","ortholog_one2one","ENSMMUG00000015696","KIFC3","ortholog_one2one"
"ENSG00000140876","NUDT7","ENSCJAG00000043913","NUDT7","ortholog_one2one","ENSMUSG00000031767","Nudt7","ortholog_one2one","ENSMMUG00000011795","NUDT7","ortholog_one2one"
"ENSG00000140937","CDH11","ENSCJAG00000016939","CDH11","ortholog_one2one","ENSMUSG00000031673","Cdh11","ortholog_one2one","ENSMMUG00000005520","CDH11","ortholog_one2one"
"ENSG00000140939","NOL3","ENSCJAG00000016465","NOL3","ortholog_one2one","ENSMUSG00000014776","Nol3","ortholog_one2one","ENSMMUG00000020268","NOL3","ortholog_one2one"
"ENSG00000140943","MBTPS1","ENSCJAG00000003829","MBTPS1","ortholog_one2one","ENSMUSG00000031835","Mbtps1","ortholog_one2one","ENSMMUG00000020053","MBTPS1","ortholog_one2one"
"ENSG00000140945","CDH13","ENSCJAG00000008343","CDH13","ortholog_one2one","ENSMUSG00000031841","Cdh13","ortholog_one2one","ENSMMUG00000020114","CDH13","ortholog_one2one"
"ENSG00000140948","ZCCHC14","ENSCJAG00000004460","ZCCHC14","ortholog_one2one","ENSMUSG00000061410","Zcchc14","ortholog_one2one","ENSMMUG00000017615","ZCCHC14","ortholog_one2one"
"ENSG00000140950","MEAK7","ENSCJAG00000004046","MEAK7","ortholog_one2one","ENSMUSG00000034105","Meak7","ortholog_one2one","ENSMMUG00000018961","MEAK7","ortholog_one2one"
"ENSG00000140983","RHOT2","ENSCJAG00000012012","RHOT2","ortholog_one2one","ENSMUSG00000025733","Rhot2","ortholog_one2one","ENSMMUG00000022010","RHOT2","ortholog_one2one"
"ENSG00000140990","NDUFB10","ENSCJAG00000047303","NDUFB10","ortholog_one2one","ENSMUSG00000040048","Ndufb10","ortholog_one2one","ENSMMUG00000057370","NDUFB10","ortholog_one2one"
"ENSG00000140992","PDPK1","ENSCJAG00000014801","PDPK1","ortholog_one2one","ENSMUSG00000024122","Pdpk1","ortholog_one2one","ENSMMUG00000011459","PDPK1","ortholog_one2one"
"ENSG00000140995","DEF8","ENSCJAG00000010490","DEF8","ortholog_one2one","ENSMUSG00000001482","Def8","ortholog_one2one","ENSMMUG00000000391","DEF8","ortholog_one2one"
"ENSG00000141002","TCF25","ENSCJAG00000010545","TCF25","ortholog_one2one","ENSMUSG00000001472","Tcf25","ortholog_one2one","ENSMMUG00000004926","TCF25","ortholog_one2one"
"ENSG00000141012","GALNS","ENSCJAG00000012993","GALNS","ortholog_one2one","ENSMUSG00000015027","Galns","ortholog_one2one","ENSMMUG00000012430","GALNS","ortholog_one2one"
"ENSG00000141013","GAS8","ENSCJAG00000010454","GAS8","ortholog_one2one","ENSMUSG00000040220","Gas8","ortholog_one2one","ENSMMUG00000000401","GAS8","ortholog_one2one"
"ENSG00000141026","MED9","ENSCJAG00000008916","MED9","ortholog_one2one","ENSMUSG00000061650","Med9","ortholog_one2one","ENSMMUG00000006491","MED9","ortholog_one2one"
"ENSG00000141027","NCOR1","ENSCJAG00000012051","NCOR1","ortholog_one2one","ENSMUSG00000018501","Ncor1","ortholog_one2one","ENSMMUG00000002523","NCOR1","ortholog_one2one"
"ENSG00000141030","COPS3","ENSCJAG00000007845","COPS3","ortholog_one2one","ENSMUSG00000019373","Cops3","ortholog_one2one","ENSMMUG00000021091","COPS3","ortholog_one2one"
"ENSG00000141034","GID4","ENSCJAG00000009068","GID4","ortholog_one2one","ENSMUSG00000018415","Gid4","ortholog_one2one","ENSMMUG00000005900","GID4","ortholog_one2one"
"ENSG00000141040","ZNF287","ENSCJAG00000041808","ZNF287","ortholog_one2one","ENSMUSG00000005267","Zfp287","ortholog_one2one","ENSMMUG00000016723","ZNF287","ortholog_one2one"
"ENSG00000141068","KSR1","ENSCJAG00000012392","KSR1","ortholog_one2one","ENSMUSG00000018334","Ksr1","ortholog_one2one","ENSMMUG00000017888","KSR1","ortholog_one2one"
"ENSG00000141076","UTP4","ENSCJAG00000015411","UTP4","ortholog_one2one","ENSMUSG00000041438","Utp4","ortholog_one2one","ENSMMUG00000022841","UTP4","ortholog_one2one"
"ENSG00000141084","RANBP10","ENSCJAG00000016055","RANBP10","ortholog_one2one","ENSMUSG00000037415","Ranbp10","ortholog_one2one","ENSMMUG00000007804","RANBP10","ortholog_one2one"
"ENSG00000141101","NOB1","ENSCJAG00000015230","NOB1","ortholog_one2one","ENSMUSG00000003848","Nob1","ortholog_one2one","ENSMMUG00000006506","NOB1","ortholog_one2one"
"ENSG00000141127","PRPSAP2","ENSCJAG00000001091","PRPSAP2","ortholog_one2one","ENSMUSG00000020528","Prpsap2","ortholog_one2one","ENSMMUG00000005323","PRPSAP2","ortholog_one2one"
"ENSG00000141179","PCTP","ENSCJAG00000011246","PCTP","ortholog_one2one","ENSMUSG00000020553","Pctp","ortholog_one2one","ENSMMUG00000006066","PCTP","ortholog_one2one"
"ENSG00000141198","TOM1L1","ENSCJAG00000011347","TOM1L1","ortholog_one2one","ENSMUSG00000020541","Tom1l1","ortholog_one2one","ENSMMUG00000010550","TOM1L1","ortholog_one2one"
"ENSG00000141219","MTNAP1","ENSCJAG00000019913","MTNAP1","ortholog_one2one","ENSMUSG00000041623","Mtnap1","ortholog_one2one","ENSMMUG00000001269","MTNAP1","ortholog_one2one"
"ENSG00000141232","TOB1","ENSCJAG00000018533","TOB1","ortholog_one2one","ENSMUSG00000037573","Tob1","ortholog_one2one","ENSMMUG00000022740","TOB1","ortholog_one2one"
"ENSG00000141252","VPS53","ENSCJAG00000046714","VPS53","ortholog_one2one","ENSMUSG00000017288","Vps53","ortholog_one2one","ENSMMUG00000003042","VPS53","ortholog_one2one"
"ENSG00000141258","SGSM2","ENSCJAG00000012412","SGSM2","ortholog_one2one","ENSMUSG00000038351","Sgsm2","ortholog_one2one","ENSMMUG00000017518","SGSM2","ortholog_one2one"
"ENSG00000141279","NPEPPS","ENSCJAG00000007985","NPEPPS","ortholog_one2one","ENSMUSG00000001441","Npepps","ortholog_one2one","ENSMMUG00000005869","NPEPPS","ortholog_one2one"
"ENSG00000141295","SCRN2","ENSCJAG00000047705","SCRN2","ortholog_one2one","ENSMUSG00000020877","Scrn2","ortholog_one2one","ENSMMUG00000021486","MRPL10","ortholog_one2one"
"ENSG00000141298","SSH2","ENSCJAG00000013673","SSH2","ortholog_one2one","ENSMUSG00000037926","Ssh2","ortholog_one2one","ENSMMUG00000014413","SSH2","ortholog_one2one"
"ENSG00000141314","RHBDL3","ENSCJAG00000014342","RHBDL3","ortholog_one2one","ENSMUSG00000017692","Rhbdl3","ortholog_one2one","ENSMMUG00000003158","RHBDL3","ortholog_one2one"
"ENSG00000141337","ARSG","ENSCJAG00000000244","ARSG","ortholog_one2one","ENSMUSG00000020604","Arsg","ortholog_one2one","ENSMMUG00000051869","ARSG","ortholog_one2one"
"ENSG00000141349","G6PC3","ENSCJAG00000051252","G6PC3","ortholog_one2one","ENSMUSG00000034793","G6pc3","ortholog_one2one","ENSMMUG00000050615","G6PC3","ortholog_one2one"
"ENSG00000141367","CLTC","ENSCJAG00000001505","CLTC","ortholog_one2one","ENSMUSG00000047126","Cltc","ortholog_one2one","ENSMMUG00000010509","CLTC","ortholog_one2one"
"ENSG00000141376","BCAS3","ENSCJAG00000001233","BCAS3","ortholog_one2one","ENSMUSG00000059439","Bcas3","ortholog_one2one","ENSMMUG00000017197","BCAS3","ortholog_one2one"
"ENSG00000141378","PTRH2","ENSCJAG00000001503","PTRH2","ortholog_one2one","ENSMUSG00000072582","Ptrh2","ortholog_one2one","ENSMMUG00000001572","PTRH2","ortholog_one2one"
"ENSG00000141380","SS18","ENSCJAG00000020695","SS18","ortholog_one2one","ENSMUSG00000037013","Ss18","ortholog_one2one","ENSMMUG00000018059","SS18","ortholog_one2one"
"ENSG00000141384","TAF4B","ENSCJAG00000020711","TAF4B","ortholog_one2one","ENSMUSG00000054321","Taf4b","ortholog_one2one","ENSMMUG00000016190","TAF4B","ortholog_one2one"
"ENSG00000141385","AFG3L2","ENSCJAG00000004847","AFG3L2","ortholog_one2one","ENSMUSG00000024527","Afg3l2","ortholog_one2one","ENSMMUG00000058099","AFG3L2","ortholog_one2one"
"ENSG00000141391","PRELID3A","ENSCJAG00000004931","PRELID3A","ortholog_one2one","ENSMUSG00000024530","Prelid3a","ortholog_one2one","ENSMMUG00000050745","PRELID3A","ortholog_one2one"
"ENSG00000141404","GNAL","ENSCJAG00000004728","GNAL","ortholog_one2one","ENSMUSG00000024524","Gnal","ortholog_one2one","ENSMMUG00000050929","GNAL","ortholog_one2one"
"ENSG00000141424","SLC39A6","ENSCJAG00000021051","SLC39A6","ortholog_one2one","ENSMUSG00000024270","Slc39a6","ortholog_one2one","ENSMMUG00000018784","SLC39A6","ortholog_one2one"
"ENSG00000141425","RPRD1A","ENSCJAG00000021044","RPRD1A","ortholog_one2one","ENSMUSG00000040446","Rprd1a","ortholog_one2one","ENSMMUG00000018777","RPRD1A","ortholog_one2one"
"ENSG00000141428","C18orf21","ENSCJAG00000021041","C18orf21","ortholog_one2one","ENSMUSG00000024273","2700062C07Rik","ortholog_one2one","ENSMMUG00000018782","C18H18orf21","ortholog_one2one"
"ENSG00000141429","GALNT1","ENSCJAG00000021030","GALNT1","ortholog_one2one","ENSMUSG00000000420","Galnt1","ortholog_one2one","ENSMMUG00000000457","GALNT1","ortholog_one2one"
"ENSG00000141431","ASXL3","ENSCJAG00000020922","ASXL3","ortholog_one2one","ENSMUSG00000045215","Asxl3","ortholog_one2one","ENSMMUG00000014451","ASXL3","ortholog_one2one"
"ENSG00000141433","ADCYAP1","ENSCJAG00000045833","ADCYAP1","ortholog_one2one","ENSMUSG00000024256","Adcyap1","ortholog_one2one","ENSMMUG00000062768","ADCYAP1","ortholog_one2one"
"ENSG00000141441","GAREM1","ENSCJAG00000041730","GAREM1","ortholog_one2one","ENSMUSG00000042680","Garem1","ortholog_one2one","ENSMMUG00000023020","GAREM1","ortholog_one2one"
"ENSG00000141446","ESCO1","ENSCJAG00000020517","ESCO1","ortholog_one2one","ENSMUSG00000024293","Esco1","ortholog_one2one","ENSMMUG00000012987","ESCO1","ortholog_one2one"
"ENSG00000141447","OSBPL1A","ENSCJAG00000020648","OSBPL1A","ortholog_one2one","ENSMUSG00000044252","Osbpl1a","ortholog_one2one","ENSMMUG00000004350","OSBPL1A","ortholog_one2one"
"ENSG00000141449","GREB1L","ENSCJAG00000020496","GREB1L","ortholog_one2one","ENSMUSG00000042942","Greb1l","ortholog_one2one","ENSMMUG00000003974","GREB1L","ortholog_one2one"
"ENSG00000141452","RMC1","ENSCJAG00000020571","RMC1","ortholog_one2one","ENSMUSG00000024410","Rmc1","ortholog_one2one","ENSMMUG00000021480","RMC1","ortholog_one2one"
"ENSG00000141456","PELP1","ENSCJAG00000012265","PELP1","ortholog_one2one","ENSMUSG00000018921","Pelp1","ortholog_one2one","ENSMMUG00000010150","PELP1","ortholog_one2one"
"ENSG00000141458","NPC1","ENSCJAG00000020581","NPC1","ortholog_one2one","ENSMUSG00000024413","Npc1","ortholog_one2one","ENSMMUG00000021484","NPC1","ortholog_one2one"
"ENSG00000141480","ARRB2","ENSCJAG00000012115","ARRB2","ortholog_one2one","ENSMUSG00000060216","Arrb2","ortholog_one2one","ENSMMUG00000017654","ARRB2","ortholog_one2one"
"ENSG00000141503","MINK1","ENSCJAG00000011830","MINK1","ortholog_one2one","ENSMUSG00000020827","Mink1","ortholog_one2one","ENSMMUG00000002404","MINK1","ortholog_one2one"
"ENSG00000141504","SAT2","ENSCJAG00000015055","SAT2","ortholog_one2one","ENSMUSG00000069835","Sat2","ortholog_one2one","ENSMMUG00000013511","SAT2","ortholog_one2one"
"ENSG00000141505","ASGR1","ENSCJAG00000044555","ASGR1","ortholog_one2one","ENSMUSG00000020884","Asgr1","ortholog_one2one","ENSMMUG00000003247","ASGR1","ortholog_one2one"
"ENSG00000141542","RAB40B","ENSCJAG00000017902","RAB40B","ortholog_one2one","ENSMUSG00000025170","Rab40b","ortholog_one2one","ENSMMUG00000029768","RAB40B","ortholog_one2one"
"ENSG00000141551","CSNK1D","ENSCJAG00000017987","CSNK1D","ortholog_one2one","ENSMUSG00000025162","Csnk1d","ortholog_one2one","ENSMMUG00000018329","CSNK1D","ortholog_one2one"
"ENSG00000141556","TBCD","ENSCJAG00000017857","TBCD","ortholog_one2one","ENSMUSG00000039230","Tbcd","ortholog_one2one","ENSMMUG00000005376","TBCD","ortholog_one2one"
"ENSG00000141560","FN3KRP","ENSCJAG00000047793","FN3KRP","ortholog_one2one","ENSMUSG00000039253","Fn3krp","ortholog_one2one","ENSMMUG00000014660","FN3KRP","ortholog_one2one"
"ENSG00000141562","NARF","ENSCJAG00000017926","NARF","ortholog_one2one","ENSMUSG00000000056","Narf","ortholog_one2one","ENSMMUG00000019224","NARF","ortholog_one2one"
"ENSG00000141564","RPTOR","ENSCJAG00000003276","RPTOR","ortholog_one2one","ENSMUSG00000025583","Rptor","ortholog_one2one","ENSMMUG00000006761","RPTOR","ortholog_one2one"
"ENSG00000141568","FOXK2","ENSCJAG00000017923","FOXK2","ortholog_one2one","ENSMUSG00000039275","Foxk2","ortholog_one2one","ENSMMUG00000009129","FOXK2","ortholog_one2one"
"ENSG00000141569","TRIM65","ENSCJAG00000064677","TRIM65","ortholog_one2one","ENSMUSG00000054517","Trim65","ortholog_one2one","ENSMMUG00000016774","TRIM65","ortholog_one2one"
"ENSG00000141576","RNF157","ENSCJAG00000013654","RNF157","ortholog_one2one","ENSMUSG00000052949","Rnf157","ortholog_one2one","ENSMMUG00000003534","RNF157","ortholog_one2one"
"ENSG00000141582","CBX4","ENSCJAG00000017772","CBX4","ortholog_one2one","ENSMUSG00000039989","Cbx4","ortholog_one2one","ENSMMUG00000016418","CBX4","ortholog_one2one"
"ENSG00000141622","ARK2C","ENSCJAG00000073766","ARK2C","ortholog_one2one","ENSMUSG00000025427","Ark2c","ortholog_one2one","ENSMMUG00000017243","ARK2C","ortholog_one2one"
"ENSG00000141627","DYM","ENSCJAG00000004754","DYM","ortholog_one2one","ENSMUSG00000035765","Dym","ortholog_one2one","ENSMMUG00000001760","DYM","ortholog_one2one"
"ENSG00000141639","MAPK4","ENSCJAG00000001974","MAPK4","ortholog_one2one","ENSMUSG00000024558","Mapk4","ortholog_one2one","ENSMMUG00000017290","MAPK4","ortholog_one2one"
"ENSG00000141642","ELAC1","ENSCJAG00000001925","ELAC1","ortholog_one2one","ENSMUSG00000036941","Elac1","ortholog_one2one","ENSMMUG00000003127","ELAC1","ortholog_one2one"
