celltype,tf,pval,pval_adj,mean_difference
cMono,ZNF680,7.163047963447675e-119,2.5772452976593832e-118,0.00043724237110819714
cMono,ZNF681,1.1893283891744105e-120,4.413361444148945e-120,-0.0003585769875447155
cMono,ZNF682,3.6327618905271235e-36,4.884963905822458e-36,-0.0001685477887707551
cMono,ZNF684,2.201671303209245e-72,3.862899403489037e-72,-0.0004573107806721162
cMono,ZNF69,2.0517557644059214e-28,2.607541633761702e-28,-0.00042664165738423576
cMono,ZNF691,1.5728395795547744e-24,1.9591510552348944e-24,-1.1104615314010309e-05
cMono,ZNF692,4.977767315203168e-74,8.865087275403636e-74,-0.0011395929324460388
cMono,ZNF695,3.139048882415091e-07,3.467932634618332e-07,-0.0007008415992797584
cMono,ZNF7,4.596789675354429e-58,7.084777140741631e-58,-0.00017979469680325067
cMono,ZNF701,8.91991058168757e-108,2.5814415134503426e-107,-0.0007638248760716421
cMono,ZNF704,9.338587853733571e-12,1.083398264076934e-11,0.0011049417047730714
cMono,ZNF705G,1.9947920157534617e-113,6.379740230562873e-113,-0.0020039269917601077
cMono,ZNF707,2.755979372684162e-292,2.4459316932571937e-290,0.0011146711295838556
cMono,ZNF708,1.5062115311801256e-48,2.1618804322194526e-48,-0.0013411787363901348
cMono,ZNF71,2.0090760666033104e-50,2.9190532209174976e-50,-0.0057168729904222
cMono,ZNF713,1.3309240434204924e-67,2.246329803871354e-67,-0.002211913497559337
cMono,ZNF714,7.936639437569524e-88,1.6541136988280907e-87,-0.00030430502014574916
cMono,ZNF716,2.5105463384257214e-11,2.9030747561600364e-11,0.00032371119002187754
cMono,ZNF730,1.2160775278589736e-09,1.3807276835499007e-09,1.8329453482459897e-05
cMono,ZNF736,4.774565921747262e-104,1.2905869813859985e-103,-0.0017939897596158938
cMono,ZNF737,2.4634238744223305e-72,4.315043464243063e-72,-0.0037450926979178296
cMono,ZNF74,5.9558979758954915e-09,6.712202480771109e-09,9.37061667435346e-05
cMono,ZNF740,2.1170880221366455e-110,6.441996410215793e-110,-0.002381474261434556
cMono,ZNF749,3.085676733440848e-122,1.1694824630300721e-121,-0.0013722862925699547
cMono,ZNF75A,0.9539939400465218,0.9539939400465218,0.00011336934301883761
cMono,ZNF75D,2.934673176289456e-47,4.1616869943385766e-47,-0.00011305255413836951
cMono,ZNF76,0.0408737120919236,0.042676964095979056,0.0005661140171761142
cMono,ZNF764,2.4185760835832413e-166,2.29980672233585e-165,0.0004262137841246714
cMono,ZNF765,7.46596254943228e-67,1.256121661160407e-66,0.0008037239055020684
cMono,ZNF766,2.614984573695558e-115,8.675883398709563e-115,-0.0019319746319859318
cMono,ZNF768,2.200943719062567e-15,2.6219295982121182e-15,-0.00037978163300571646
cMono,ZNF77,1.229391026285248e-93,2.762239331210526e-93,0.00029808350403690833
cMono,ZNF770,6.695869676031864e-85,1.3505873494268815e-84,-0.00023968808747288142
cMono,ZNF771,3.098731889158041e-174,3.235440648973837e-173,0.0008935795876046232
cMono,ZNF774,1.5931163299551202e-05,1.733063219001229e-05,9.113423336906332e-05
cMono,ZNF776,2.5298582143588674e-112,7.971298811515367e-112,-0.0012479401464639724
cMono,ZNF777,1.020574989769095e-127,4.33032814384098e-127,-0.0012859156087156182
cMono,ZNF778,4.221464118584471e-101,1.0704426872124908e-100,-0.00043175480414373024
cMono,ZNF780A,9.513026365899133e-18,1.147380869726226e-17,-0.00044171253723212633
cMono,ZNF782,1.1297900333701113e-104,3.077305333859766e-104,-0.0015870409323143625
cMono,ZNF783,5.487547811664273e-43,7.669604224963845e-43,-0.00028365706565391946
cMono,ZNF784,3.62397337322546e-32,4.753117786311718e-32,-0.0008831634182553116
cMono,ZNF785,1.870150669033818e-98,4.5061322681470954e-98,-0.0024002210079719644
cMono,ZNF786,9.534681152151659e-183,1.1946394620048843e-181,0.0006996303443785465
cMono,ZNF787,1.0519972189380926e-10,1.208605219168359e-10,-0.0004255780792659647
cMono,ZNF789,1.4496570571888273e-07,1.6098902668468206e-07,0.0003559927366333891
cMono,ZNF79,2.211111833956515e-132,1.0063393603263624e-131,-0.0006481425926268235
cMono,ZNF790,2.103449225437715e-69,3.607364613673376e-69,-0.0013352461454666509
cMono,ZNF791,1.27986552184134e-102,3.3326571656748826e-102,-0.002944783484611066
cMono,ZNF792,5.669270173038329e-115,1.875084700088764e-114,-0.0025813223690380922
cMono,ZNF793,2.2004978576792456e-88,4.6314826451154084e-88,-0.0007792863863627236
cMono,ZNF799,6.655077510216509e-216,1.6875375115191861e-214,0.002078504151332275
cMono,ZNF8,1.2438236562129723e-55,1.88968929224938e-55,-0.0010013309282904054
cMono,ZNF805,4.12617243846102e-87,8.549365071908532e-87,-0.0010939175613655285
cMono,ZNF808,3.44727803657238e-05,3.7386467504578253e-05,0.00019505910543485294
cMono,ZNF81,3.291209181895593e-62,5.286783979968034e-62,-0.0003186631957413106
cMono,ZNF816,5.555909038588153e-85,1.1249131418434189e-84,0.000914854629286488
cMono,ZNF821,6.443829711713952e-77,1.173107460337668e-76,0.0017893815498233115
cMono,ZNF823,3.4676709308034783e-81,6.666190507772029e-81,-0.0007281403344785511
cMono,ZNF84,5.613419502288668e-35,7.482217484277136e-35,-0.0006231132070206521
cMono,ZNF846,6.748924499035387e-27,8.495986514743127e-27,0.0003098552975374855
cMono,ZNF85,2.4600076549508737e-165,2.2981650460725268e-164,0.0019242930867354388
cMono,ZNF860,1.3149838179165114e-21,1.613430606084199e-21,0.0002554454946842484
cMono,ZNF879,4.4733431922087277e-128,1.9210122982670543e-127,-0.0029107928200047123
cMono,ZNF880,8.776907091003657e-25,1.0958272042108904e-24,-0.00040958910781897784
cMono,ZNF891,3.964144154423356e-61,6.320080126438433e-61,-0.00024522444150048076
cMono,ZNF90,1.4811873120294148e-201,2.719766357433322e-200,0.004558715613839456
cMono,ZNF93,7.308787570656597e-114,2.3587450796209928e-113,-0.0023733726720963355
cMono,ZNF98,1.073513175732216e-176,1.2162675873987341e-175,-0.0010510668777101249
cMono,ZSCAN1,1.361749939372678e-47,1.941450716776308e-47,-0.0009650214392188175
cMono,ZSCAN16,3.113192525472735e-134,1.5139497897846862e-133,-0.0013189448115854471
cMono,ZSCAN22,5.385813976388186e-102,1.3854811316071058e-101,-0.0010459389724440799
cMono,ZSCAN23,3.120407327959258e-155,2.4257181053113937e-154,0.0010478996060354975
cMono,ZSCAN26,0.9080837866736053,0.9123672007616883,0.00022896571033782093
cMono,ZSCAN29,1.616932851818378e-90,3.4929685338470036e-90,-0.0008950566852835677
cMono,ZSCAN30,1.233540474355933e-215,3.0551641981141136e-214,0.0008145015321684938
cMono,ZSCAN31,1.4411498663276552e-16,1.7264618758593395e-16,-6.987627699469971e-05
cMono,ZSCAN4,1.352319887835688e-23,1.6727301748490215e-23,-0.0006231980961264455
cMono,ZSCAN5,9.006047821817813e-94,2.032084942846604e-93,-0.00044515848630779543
cMono,ZSCAN5C,1.0129088687604649e-159,8.362387172324768e-159,0.0007006233005154173
cMono,ZSCAN9,1.4579453484391473e-40,2.0165088260879115e-40,-0.0018755580281739487
cMono,ZZZ3,1.2326203498797084e-161,1.0336540729306216e-160,0.001035563681621006
